x,vectime,listtime,vecgain
2191,926166,5569266,4643100
2192,821600,5333366,4511766
2193,840333,5443466,4603133
2194,949866,5596833,4646967
2195,822166,5471100,4648934
2196,771266,5404933,4633667
2197,973100,5472400,4499300
2198,822666,5462466,4639800
2199,712133,5438333,4726200
2200,975166,5598733,4623567
2201,811300,5678800,4867500
2202,827600,5391266,4563666
2203,826933,5596966,4770033
2204,817766,5705600,4887834
2205,804566,5458233,4653667
2206,952533,5741966,4789433
2207,813166,5587300,4774134
2208,771866,5520633,4748767
2209,741433,5499300,4757867
2210,791100,5472766,4681666
2211,721366,5450233,4728867
2212,893600,5859833,4966233
2213,838233,5588300,4750067
2214,804066,5558800,4754734
2215,904666,5341966,4437300
2216,749633,5416766,4667133
2217,903233,5455366,4552133
2218,766200,5377666,4611466
2219,869433,5922800,5053367
2220,1030233,5665300,4635067
2221,873466,5258966,4385500
2222,1012466,5353200,4340734
2223,728300,5605566,4877266
2224,812000,5762400,4950400
2225,805733,6040933,5235200
2226,1343500,5989400,4645900
2227,1029100,6020033,4990933
2228,1283666,6162533,4878867
2229,754533,5299166,4544633
2230,819833,5506700,4686867
2231,856200,5872533,5016333
2232,1338700,5814900,4476200
2233,1092933,6279733,5186800
2234,940200,5638866,4698666
2235,1043133,5870133,4827000
2236,805433,5818666,5013233
2237,840800,5565266,4724466
2238,731166,5345133,4613967
2239,732933,5630400,4897467
2240,825200,5495133,4669933
2241,736133,5500433,4764300
2242,973133,5682066,4708933
2243,826900,5615633,4788733
2244,916700,5521033,4604333
2245,866866,5805100,4938234
2246,833700,5386866,4553166
2247,849366,5692466,4843100
2248,1037033,5950266,4913233
2249,838633,5495933,4657300
2250,805233,5571200,4765967
2251,905866,5482333,4576467
2252,824733,5607433,4782700
2253,745400,5660200,4914800
2254,757166,5596900,4839734
2255,819533,5642600,4823067
2256,878333,5632233,4753900
2257,824866,5869833,5044967
2258,875466,5523666,4648200
2259,889900,5488233,4598333
2260,745700,5550266,4804566
2261,1293033,6092500,4799467
2262,1379800,6323833,4944033
2263,1459533,6339900,4880367
2264,1358166,5697600,4339434
2265,1060033,5751766,4691733
2266,829900,5926366,5096466
2267,957166,6005966,5048800
2268,877366,5794333,4916967
2269,919266,5657333,4738067
2270,830733,5628033,4797300
2271,809033,5632800,4823767
2272,859000,5784500,4925500
2273,830433,5961566,5131133
2274,769966,5553066,4783100
2275,879933,6024566,5144633
2276,841300,5846800,5005500
2277,1028400,6351700,5323300
2278,1157366,6513100,5355734
2279,1383533,6290166,4906633
2280,1479100,6319666,4840566
2281,1251100,6413733,5162633
2282,1344800,6607166,5262366
2283,1153233,6594633,5441400
2284,1116066,6353033,5236967
2285,1181300,6553766,5372466
2286,1072500,6317133,5244633
2287,1255433,6588933,5333500
2288,1193933,6512000,5318067
2289,1270200,6791866,5521666
2290,1224400,6953833,5729433
2291,1155966,6473233,5317267
2292,992233,6465200,5472967
2293,1424800,6447066,5022266
2294,1322200,6503533,5181333
2295,7115466,6949100,-166366
2296,2333433,6743266,4409833
2297,1615266,7310033,5694767
2298,1522100,6771866,5249766
2299,1611933,6917266,5305333
2300,1191766,6570566,5378800
2301,1185566,6293000,5107434
2302,1152500,6608233,5455733
2303,1080900,6483033,5402133
2304,1626600,6492800,4866200
2305,1324066,6704700,5380634
2306,1284266,6532866,5248600
2307,1160966,6618066,5457100
2308,1109166,6382200,5273034
2309,1113533,6526833,5413300
2310,1231166,6634466,5403300
2311,1139566,6624366,5484800
2312,1281100,6549666,5268566
2313,1222466,6671766,5449300
2314,1191600,6704533,5512933
2315,1204200,6523033,5318833
2316,1248366,6701900,5453534
2317,1210633,6633433,5422800
2318,1095300,6494833,5399533
2319,1362133,6669266,5307133
2320,1312000,6594333,5282333
2321,1184866,6887100,5702234
2322,1080100,6858300,5778200
2323,1403533,6662333,5258800
2324,1157633,6785366,5627733
2325,1281533,6786666,5505133
2326,1163333,6852133,5688800
2327,1404900,6961200,5556300
2328,1088800,6920533,5831733
2329,1191533,7428833,6237300
2330,1180366,7084566,5904200
2331,1206966,6861366,5654400
2332,1145433,7053633,5908200
2333,1315733,6831900,5516167
2334,1018666,6783400,5764734
2335,1150933,7055533,5904600
2336,1250500,6969933,5719433
2337,1187933,6966666,5778733
2338,1512133,6877333,5365200
2339,1290666,7653166,6362500
2340,1135566,7035566,5900000
2341,1230700,6872866,5642166
2342,1250066,6999633,5749567
2343,1029933,6918266,5888333
2344,1347000,7133733,5786733
2345,1242266,7061866,5819600
2346,1604533,6945133,5340600
2347,1320900,7097233,5776333
2348,1236466,7002200,5765734
2349,1243733,7196033,5952300
2350,1301800,7458200,6156400
2351,1280266,7297533,6017267
2352,1339433,7497200,6157767
2353,1461000,7275066,5814066
2354,1170333,7041533,5871200
2355,1259733,6979033,5719300
2356,1263533,7160400,5896867
2357,1131466,7220800,6089334
2358,1381866,7346066,5964200
2359,1155866,7353666,6197800
2360,1237000,7493866,6256866
2361,1359633,7182633,5823000
2362,1269100,7277666,6008566
2363,1267766,7555133,6287367
2364,1405900,7055500,5649600
2365,1187433,7259100,6071667
2366,1442000,7204933,5762933
2367,1173200,7184466,6011266
2368,1292966,7360033,6067067
2369,1256400,7331200,6074800
2370,1406600,7350533,5943933
2371,1391633,7604133,6212500
2372,1168533,7485500,6316967
2373,1151566,7194533,6042967
2374,1521400,7367033,5845633
2375,1388700,7183400,5794700
2376,1536500,7211333,5674833
2377,1416900,7311366,5894466
2378,1617733,7245133,5627400
2379,1156566,7253933,6097367
2380,1162633,7429733,6267100
2381,1181566,7469066,6287500
2382,1126433,7409666,6283233
2383,1147533,7315466,6167933
2384,1290300,7238066,5947766
2385,1308066,7450166,6142100
2386,1218700,7519533,6300833
2387,1360600,7309866,5949266
2388,1199833,7911233,6711400
2389,1223666,7592500,6368834
2390,1130700,7115400,5984700
2391,1546766,7154566,5607800
2392,1376966,7389533,6012567
2393,1354100,7290300,5936200
2394,1237400,7404866,6167466
2395,1263666,7367333,6103667
2396,1242000,7389466,6147466
2397,1392566,7426633,6034067
2398,1358100,7590866,6232766
2399,1457100,7598033,6140933
2400,1398233,7529400,6131167
2401,1388933,7659666,6270733
2402,1594400,7498466,5904066
2403,1434000,7861400,6427400
2404,1277600,7661366,6383766
2405,1241500,7971300,6729800
2406,1393300,7843133,6449833
2407,1577700,7467800,5890100
2408,1301933,7570766,6268833
2409,1250866,7455066,6204200
2410,1268900,7363866,6094966
2411,1241366,7449033,6207667
2412,1255066,7867533,6612467
2413,1234633,7492866,6258233
2414,1373933,7715066,6341133
2415,1216466,7429766,6213300
2416,1320300,7554766,6234466
2417,1372966,7782066,6409100
2418,1258733,7494100,6235367
2419,1116066,7739466,6623400
2420,1229633,7625900,6396267
2421,1255500,7532800,6277300
2422,1200300,7642766,6442466
2423,1411800,7489633,6077833
2424,1259000,7505533,6246533
2425,1074166,7733900,6659734
2426,1188533,7547466,6358933
2427,1429800,7485533,6055733
2428,1349033,7789966,6440933
2429,1434700,7476500,6041800
2430,1213166,7603866,6390700
2431,1323033,7686600,6363567
2432,1324033,7632666,6308633
2433,1004000,7939133,6935133
2434,1255000,7905166,6650166
2435,1435233,8294600,6859367
2436,1086133,7717000,6630867
2437,1478400,7813700,6335300
2438,1409166,7780033,6370867
2439,1310533,7880200,6569667
2440,1394800,7646800,6252000
2441,1115266,7570500,6455234
2442,1150300,7618166,6467866
2443,971366,7270800,6299434
2444,877133,6934533,6057400
2445,890933,6451233,5560300
2446,1014233,6593200,5578967
2447,897500,6880400,5982900
2448,828300,6531266,5702966
2449,979533,6831433,5851900
2450,914866,6717733,5802867
2451,917266,6549800,5632534
2452,844133,6626400,5782267
2453,943000,6739366,5796366
2454,937500,6538300,5600800
2455,963700,6751733,5788033
2456,1170100,6873766,5703666
2457,952033,6748466,5796433
2458,1173966,6997533,5823567
2459,903033,6757866,5854833
2460,1023733,6489600,5465867
2461,910133,6724800,5814667
2462,900833,6505666,5604833
2463,822466,6473466,5651000
2464,844200,6777533,5933333
2465,921833,7036333,6114500
2466,870066,6571300,5701234
2467,844966,6643066,5798100
2468,941933,7025033,6083100
2469,934166,6489433,5555267
2470,832933,6681433,5848500
2471,918766,7151666,6232900
2472,980233,6561333,5581100
2473,877066,6807400,5930334
2474,967466,6602233,5634767
2475,829366,6615700,5786334
2476,1089166,6768033,5678867
2477,971600,7125533,6153933
2478,825766,6600166,5774400
2479,834166,6734300,5900134
2480,902600,6579500,5676900
2481,833866,6524300,5690434
2482,1105933,6831933,5726000
2483,919400,6698866,5779466
2484,826166,6517933,5691767
2485,860200,6763000,5902800
2486,914866,6661033,5746167
2487,885000,6729633,5844633
2488,873666,6913366,6039700
2489,929133,6736266,5807133
2490,831566,6757433,5925867
2491,870000,6739133,5869133
2492,919166,6809166,5890000
2493,850733,6709733,5859000
2494,940433,6907933,5967500
2495,904433,7264766,6360333
2496,870100,6795333,5925233
2497,1060400,6837466,5777066
2498,943400,6968800,6025400
2499,969100,6883000,5913900
2500,1030866,6813433,5782567
2501,951700,7231700,6280000
2502,836200,6632433,5796233
2503,1005466,6681433,5675967
2504,972000,7117966,6145966
2505,926933,6709566,5782633
2506,846433,6775100,5928667
2507,915733,6932466,6016733
2508,834600,6749033,5914433
2509,1050566,6942033,5891467
2510,939200,6772200,5833000
2511,940533,6967266,6026733
2512,1015566,7010300,5994734
2513,945133,7063933,6118800
2514,849800,6795066,5945266
2515,1125133,7195333,6070200
2516,948566,6986433,6037867
2517,891733,7253000,6361267
2518,1003100,6943766,5940666
2519,992466,7354566,6362100
2520,846066,6727066,5881000
2521,870433,7106300,6235867
2522,933166,6871700,5938534
2523,852633,6750333,5897700
2524,1151433,6978166,5826733
2525,927666,7315733,6388067
2526,855666,6809266,5953600
2527,877933,6906733,6028800
2528,937366,6920766,5983400
2529,1032300,7008000,5975700
2530,1070666,6955033,5884367
2531,924633,6991800,6067167
2532,856100,6809566,5953466
2533,877766,6991566,6113800
2534,982266,7029066,6046800
2535,914900,7049533,6134633
2536,866666,7032933,6166267
2537,1231733,7327733,6096000
2538,851366,7005666,6154300
2539,965600,7073066,6107466
2540,980733,7089966,6109233
2541,899366,6940566,6041200
2542,1089000,7126000,6037000
2543,953733,7465200,6511467
2544,868533,7169533,6301000
2545,936533,7093300,6156767
2546,908300,7056000,6147700
2547,857066,7116733,6259667
2548,1152300,7078066,5925766
2549,944133,7491600,6547467
2550,866166,6882366,6016200
2551,1005233,7164100,6158867
2552,967433,7148533,6181100
2553,868466,7192166,6323700
2554,1032000,7232566,6200566
2555,998266,7341800,6343534
2556,881433,7107733,6226300
2557,1151633,7439100,6287467
2558,945266,7135433,6190167
2559,868833,7071866,6203033
2560,889566,7384566,6495000
2561,981600,7555500,6573900
2562,916000,6992366,6076366
2563,1147866,7310400,6162534
2564,964233,7093633,6129400
2565,886200,7122133,6235933
2566,1053133,7272400,6219267
2567,984266,7311900,6327634
2568,943800,7234566,6290766
2569,936000,7336600,6400600
2570,1041200,7301900,6260700
2571,882300,7158433,6276133
2572,917766,7523966,6606200
2573,957566,7484933,6527367
2574,875300,7396366,6521066
2575,1177700,7383833,6206133
2576,992866,7482166,6489300
2577,885233,7380333,6495100
2578,889766,7292300,6402534
2579,893033,7453166,6560133
2580,897033,7245966,6348933
2581,926766,7189300,6262534
2582,959800,7613900,6654100
2583,909600,7251533,6341933
2584,906200,7153066,6246866
2585,1021700,7373500,6351800
2586,893033,7212866,6319833
2587,1112200,7434333,6322133
2588,1018200,7483766,6465566
2589,923366,7492266,6568900
2590,903066,7373866,6470800
2591,972600,7694833,6722233
2592,1029700,7279300,6249600
2593,950533,7521466,6570933
2594,1046500,7591433,6544933
2595,1016000,7265233,6249233
2596,1054766,7410266,6355500
2597,1000033,7736800,6736767
2598,909300,7336433,6427133
2599,962400,7551433,6589033
2600,1063600,7335100,6271500
2601,938166,7358366,6420200
2602,907000,7508033,6601033
2603,1003266,7721200,6717934
2604,988600,7263133,6274533
2605,948700,7552166,6603466
2606,931900,7301133,6369233
2607,960266,7615000,6654734
2608,1289733,7427600,6137867
2609,1011066,7739033,6727967
2610,1045666,7562533,6516867
2611,958333,7351100,6392767
2612,976333,7411500,6435167
2613,954500,7248700,6294200
2614,945533,7645900,6700367
2615,1070733,7442700,6371967
2616,892433,7352866,6460433
2617,1126700,7418133,6291433
2618,989233,7649000,6659767
2619,927133,7509266,6582133
2620,1070266,7561000,6490734
2621,1032166,7782133,6749967
2622,927600,7597000,6669400
2623,984900,7423266,6438366
2624,1069500,7650533,6581033
2625,895600,7407666,6512066
2626,916366,7764133,6847767
2627,957400,7764933,6807533
2628,899233,7370500,6471267
2629,1053633,7500900,6447267
2630,1007900,7723733,6715833
2631,922000,7526566,6604566
2632,1152933,7643533,6490600
2633,972900,7849133,6876233
2634,909166,7374800,6465634
2635,964933,7780133,6815200
2636,1080200,7673600,6593400
2637,927733,7492933,6565200
2638,1191400,7772033,6580633
2639,972733,7911766,6939033
2640,898600,7415133,6516533
2641,1106233,7628200,6521967
2642,998700,7769700,6771000
2643,919066,7681766,6762700
2644,933166,7518366,6585200
2645,1008133,8066966,7058833
2646,1134266,7615233,6480967
2647,1177900,7737300,6559400
2648,1034566,7804933,6770367
2649,1025700,7745533,6719833
2650,924066,7802833,6878767
2651,985433,7851233,6865800
2652,1044433,7661100,6616667
2653,917500,7663000,6745500
2654,991566,7877533,6885967
2655,913633,7596900,6683267
2656,943533,7735800,6792267
2657,963866,8040600,7076734
2658,1125800,7852666,6726866
2659,923333,7718933,6795600
2660,998500,7653833,6655333
2661,1024500,7846900,6822400
2662,960600,7755800,6795200
2663,1012300,7698633,6686333
2664,932100,7503933,6571833
2665,1029533,7717100,6687567
2666,1020133,8160466,7140333
2667,1131700,7748433,6616733
2668,1067466,7964333,6896867
2669,994600,8342666,7348066
2670,991566,8378000,7386434
2671,1002666,8241166,7238500
2672,985700,7772933,6787233
2673,938133,7693633,6755500
2674,950766,8393133,7442367
2675,1124533,7913200,6788667
2676,920866,7679433,6758567
2677,1028800,8090066,7061266
2678,1005766,7724366,6718600
2679,974500,7687133,6712633
2680,1095200,7820100,6724900
2681,1022433,8932466,7910033
2682,1121266,8177400,7056134
2683,1051833,8716566,7664733
2684,967333,8000900,7033567
2685,1046366,8050100,7003734
2686,1021766,8503066,7481300
2687,1036200,8761500,7725300
2688,1013766,7971400,6957634
2689,1106700,8185466,7078766
2690,1025466,8263133,7237667
2691,983633,7822766,6839133
2692,1018266,8324833,7306567
2693,975666,8030600,7054934
2694,967166,7885166,6918000
2695,966400,7985033,7018633
2696,1073133,8007633,6934500
2697,1039400,8019500,6980100
2698,937566,8032800,7095234
2699,1050566,8659200,7608634
2700,1148400,7852233,6703833
2701,1064233,8031833,6967600
2702,1087000,8442966,7355966
2703,963100,7873633,6910533
2704,1333433,9081400,7747967
2705,1085566,9091300,8005734
2706,967600,7936200,6968600
2707,1046466,8225733,7179267
2708,1049533,8239233,7189700
2709,1075233,8858566,7783333
2710,980566,8115666,7135100
2711,1048600,8228000,7179400
2712,952366,8100866,7148500
2713,1110400,8203400,7093000
2714,1085366,8312666,7227300
2715,1087966,8132966,7045000
2716,1026000,8323800,7297800
2717,1070233,8706133,7635900
2718,974866,8602066,7627200
2719,1032800,8163033,7130233
2720,1047966,8151733,7103767
2721,1651400,7955500,6304100
2722,1117366,8308533,7191167
2723,1072666,8204300,7131634
2724,1208900,8072666,6863766
2725,1238266,8963200,7724934
2726,1285400,8208733,6923333
2727,960533,8286766,7326233
2728,1209500,8711833,7502333
2729,1065733,8742300,7676567
2730,1074566,8246766,7172200
2731,1053666,8973900,7920234
2732,1103000,8367900,7264900
2733,1113700,8909900,7796200
2734,1211866,9113566,7901700
2735,1230066,8329233,7099167
2736,969633,8131500,7161867
2737,1002733,8369400,7366667
2738,1050666,8279566,7228900
2739,1164600,8134833,6970233
2740,1004000,8351366,7347366
2741,997300,8155133,7157833
2742,1041033,8241533,7200500
2743,1162633,8796466,7633833
2744,1614433,8549833,6935400
2745,1104066,8099233,6995167
2746,1031700,8179666,7147966
2747,982433,8150066,7167633
2748,982866,8756033,7773167
2749,1245866,8552933,7307067
2750,1063300,8509300,7446000
2751,1165200,8518433,7353233
2752,1011866,8733466,7721600
2753,1088433,9149933,8061500
2754,1035200,8259500,7224300
2755,1004066,8395900,7391834
2756,1100600,8454233,7353633
2757,1011833,8666366,7654533
2758,1031266,8586733,7555467
2759,1073533,8376133,7302600
2760,986533,8217700,7231167
2761,1009266,8261833,7252567
2762,1167633,8507800,7340167
2763,979000,8344433,7365433
2764,1014333,8513133,7498800
2765,1146666,9217166,8070500
2766,1073300,8402633,7329333
2767,1000400,8384200,7383800
2768,1092000,8418833,7326833
2769,1080000,8518333,7438333
2770,987266,8467300,7480034
2771,1118633,8394433,7275800
2772,1020600,8245033,7224433
2773,989566,8455200,7465634
2774,1113966,8348633,7234667
2775,1011133,8456666,7445533
2776,1624300,8477633,6853333
2777,1208366,8530566,7322200
2778,1052166,8369833,7317667
2779,1115033,8476500,7361467
2780,1231600,8361533,7129933
2781,974433,8242266,7267833
2782,1168333,8532933,7364600
2783,1094866,8729200,7634334
2784,1053200,8522200,7469000
2785,1274666,8554166,7279500
2786,1114300,8745666,7631366
2787,1124133,8480766,7356633
2788,1006733,8604700,7597967
2789,1168233,9148800,7980567
2790,1115633,8646133,7530500
2791,1054566,8754400,7699834
2792,1111500,8525266,7413766
2793,997966,8336233,7338267
2794,1026066,8543233,7517167
2795,1208066,8932966,7724900
2796,1044233,8574600,7530367
2797,1177533,8705633,7528100
2798,1145800,8627600,7481800
2799,1047766,8546000,7498234
2800,1296200,8718733,7422533
2801,1121066,8849733,7728667
2802,1031733,8447700,7415967
2803,1268133,8762766,7494633
2804,1129200,8809300,7680100
2805,1131966,9307300,8175334
2806,1083900,8821466,7737566
2807,1103800,8666633,7562833
2808,1021366,8485266,7463900
2809,1034433,8723866,7689433
2810,1166666,8683166,7516500
2811,1027766,8563366,7535600
2812,1064100,8924800,7860700
2813,1088200,9280400,8192200
2814,1110466,8797533,7687067
2815,1303400,8775000,7471600
2816,1283000,9187233,7904233
2817,1695200,9936233,8241033
2818,1135266,9252866,8117600
2819,1227366,9794500,8567134
2820,1292966,9608833,8315867
2821,1292866,9132600,7839734
2822,1202500,9147400,7944900
2823,1114700,8766000,7651300
2824,1076200,8895666,7819466
2825,1133266,8850066,7716800
2826,1136266,8853566,7717300
2827,1075600,9058466,7982866
2828,1146266,8888900,7742634
2829,1091000,8737566,7646566
2830,1023133,9051866,8028733
2831,1108266,8767533,7659267
2832,1078333,8657566,7579233
2833,1258633,8945300,7686667
2834,1133400,8684033,7550633
2835,1421800,8774266,7352466
2836,1193600,8829333,7635733
2837,1187066,9188866,8001800
2838,1057400,8696566,7639166
2839,1147066,8942000,7794934
2840,1187000,8907500,7720500
2841,1101966,8866400,7764434
2842,1151900,8826300,7674400
2843,1223100,9086833,7863733
2844,1086200,9261700,8175500
2845,1225333,8808233,7582900
2846,1089133,9012633,7923500
2847,1121066,8902833,7781767
2848,1111666,9159266,8047600
2849,1236300,9750533,8514233
2850,1105200,9237766,8132566
2851,1078200,8916766,7838566
2852,1177333,8877700,7700367
2853,1100700,9221200,8120500
2854,1081366,8829100,7747734
2855,1260133,9446500,8186367
2856,1061733,8895533,7833800
2857,1069333,9041266,7971933
2858,1187233,8956266,7769033
2859,1099500,8728133,7628633
2860,1122733,9021433,7898700
2861,1199400,9125666,7926266
2862,1085366,8815700,7730334
2863,1105933,8927700,7821767
2864,1230433,9095333,7864900
2865,1093666,9046066,7952400
2866,1102500,9273700,8171200
2867,1185866,9266266,8080400
2868,1193233,9121766,7928533
2869,1091533,9015333,7923800
2870,1234933,9259966,8025033
2871,1076033,9062300,7986267
2872,1270066,9026800,7756734
2873,1182500,9334166,8151666
2874,1115366,8953266,7837900
2875,1223566,8937066,7713500
2876,1201833,9198966,7997133
2877,1084166,9546233,8462067
2878,1432900,9882466,8449566
2879,1209100,9606666,8397566
2880,1130266,9536966,8406700
2881,1101100,9261500,8160400
2882,1194533,9184733,7990200
2883,1125333,9544466,8419133
2884,1142600,9310033,8167433
2885,1235000,9409933,8174933
2886,1107000,9108833,8001833
2887,1261700,9144300,7882600
2888,1178833,9264900,8086067
2889,1089466,9181733,8092267
2890,1283733,9349666,8065933
2891,1232333,9944800,8712467
2892,1422866,9357700,7934834
2893,1233366,9301433,8068067
2894,1185733,9291866,8106133
2895,1083200,9312833,8229633
2896,1255666,9413433,8157767
2897,1183133,9560666,8377533
2898,1129033,9293966,8164933
2899,1126833,9312733,8185900
2900,1205533,9378533,8173000
2901,1080766,10394600,9313834
2902,1125833,9381400,8255567
2903,1220333,9866033,8645700
2904,1095566,9218366,8122800
2905,1169800,9427433,8257633
2906,1149933,9203266,8053333
2907,1114000,9648833,8534833
2908,1311366,9703433,8392067
2909,1215566,9717833,8502267
2910,1273633,9621300,8347667
2911,1365700,9367266,8001566
2912,1188766,9361300,8172534
2913,1121266,9229133,8107867
2914,1326233,9424400,8098167
2915,1201033,9525366,8324333
2916,1116200,9070933,7954733
2917,1261633,9587400,8325767
2918,1216433,9588500,8372067
2919,1161433,9324333,8162900
2920,1122100,9299333,8177233
2921,1198000,9389633,8191633
2922,1201866,9454733,8252867
2923,1138866,9255633,8116767
2924,1244966,9602100,8357134
2925,1133600,9472833,8339233
2926,1256833,9463733,8206900
2927,1213166,9642866,8429700
2928,1099100,9684300,8585200
2929,1289833,9333333,8043500
2930,1206066,9565466,8359400
2931,1147500,9489200,8341700
2932,1129366,9401866,8272500
2933,1192500,9661600,8469100
2934,1177566,9343766,8166200
2935,1200700,9494633,8293933
2936,1243200,9728766,8485566
2937,1126433,9246133,8119700
2938,1312933,9563800,8250867
2939,1226866,9879266,8652400
2940,1102900,9427533,8324633
2941,1145700,9517933,8372233
2942,1190566,9601733,8411167
2943,1127066,9362766,8235700
2944,1386100,9588833,8202733
2945,1232466,9743366,8510900
2946,1163233,9595533,8432300
2947,1383466,9510233,8126767
2948,1231266,9818566,8587300
2949,1177233,9459800,8282567
2950,1155800,9630300,8474500
2951,1214000,9886033,8672033
2952,1143166,9389366,8246200
2953,1131700,9783233,8651533
2954,1230633,9492100,8261467
2955,1149866,9459666,8309800
2956,1306233,9528766,8222533
2957,1267766,9861900,8594134
2958,1142533,9487233,8344700
2959,1157766,9543500,8385734
2960,1261133,10080333,8819200
2961,1131933,9482733,8350800
2962,1350500,9675700,8325200
2963,1229866,9963466,8733600
2964,1315133,9766633,8451500
2965,1170433,9802833,8632400
2966,1262766,9720800,8458034
2967,1154366,9735866,8581500
2968,1198066,10070200,8872134
2969,1233733,9751966,8518233
2970,1131533,9488333,8356800
2971,1318400,9764033,8445633
2972,1261466,9999866,8738400
2973,1195733,9603200,8407467
2974,1169000,9769366,8600366
2975,1291833,9964200,8672367
2976,1158766,9870500,8711734
2977,1413933,9733333,8319400
2978,1265433,9883600,8618167
2979,1202500,9719033,8516533
2980,1171133,9743566,8572433
2981,1261533,10574766,9313233
2982,1148933,9604400,8455467
2983,1395600,9942266,8546666
2984,1248266,9783266,8535000
2985,1134600,9771600,8637000
2986,1161033,9896433,8735400
2987,1372366,10135200,8762834
2988,1243833,9705533,8461700
2989,1395533,9947433,8551900
2990,1244466,10147833,8903367
2991,1160766,9729866,8569100
2992,1151766,9939933,8788167
2993,1270700,12066100,10795400
2994,1151500,9805533,8654033
2995,1177633,10000466,8822833
2996,1266933,10001700,8734767
2997,1158100,9911333,8753233
2998,1206800,10075366,8868566
2999,1257566,9829733,8572167
3000,1220733,9828333,8607600
3001,1182433,9914266,8731833
3002,1259166,10036766,8777600
3003,1178900,9919200,8740300
3004,1421533,10081133,8659600
3005,1246233,10249900,9003667
3006,1262133,9992966,8730833
3007,1433900,9981533,8547633
3008,1292666,10266533,8973867
3009,1278866,10163900,8885034
3010,1361033,10710533,9349500
3011,1294300,10146866,8852566
3012,1180566,9868000,8687434
3013,1299600,10036200,8736600
3014,1283633,10146766,8863133
3015,1306100,10038200,8732100
3016,1460000,10279333,8819333
3017,1289700,10163466,8873766
3018,1148333,10210766,9062433
3019,1316566,10065100,8748534
3020,1260866,10195033,8934167
3021,1331600,10313866,8982266
3022,1248366,10156433,8908067
3023,1297000,10567700,9270700
3024,1270366,9917600,8647234
3025,1481133,10199500,8718367
3026,1247933,10033266,8785333
3027,1165766,10291466,9125700
3028,1378700,10127766,8749066
3029,1316233,10604033,9287800
3030,1769666,10433900,8664234
3031,1334666,10285866,8951200
3032,1272233,10161500,8889267
3033,1179200,10300766,9121566
3034,1184766,10090133,8905367
3035,1282400,10270833,8988433
3036,1180766,10148300,8967534
3037,1401900,10164133,8762233
3038,1290066,10364233,9074167
3039,1233466,10381700,9148234
3040,1380300,10488133,9107833
3041,1306500,10699366,9392866
3042,1185566,10258733,9073167
3043,1350766,10402066,9051300
3044,1350900,10369733,9018833
3045,1168100,10550533,9382433
3046,1291433,10473700,9182267
3047,1262033,10417500,9155467
3048,1184266,9996933,8812667
3049,2015566,10081733,8066167
3050,1356400,10355933,8999533
3051,1211500,10130500,8919000
3052,1255366,10241133,8985767
3053,1295900,10590966,9295066
3054,1179900,10448633,9268733
3055,1305400,10493700,9188300
3056,1298733,10425066,9126333
3057,1285200,10604900,9319700
3058,1270000,10525233,9255233
3059,1346800,10964866,9618066
3060,1587000,10055733,8468733
3061,1285333,10609500,9324167
3062,1292733,10686100,9393367
3063,1193566,10405100,9211534
3064,1297833,10640800,9342967
3065,1276133,10465000,9188867
3066,1308766,10710133,9401367
3067,1201500,10391000,9189500
3068,1297566,10384000,9086434
3069,1319366,10507433,9188067
3070,1285766,10468733,9182967
3071,1298266,10378200,9079934
3072,1354633,10844033,9489400
3073,1235300,10650866,9415566
3074,1295500,10591300,9295800
3075,1357500,10546666,9189166
3076,1205266,10452933,9247667
3077,1310600,10568566,9257966
3078,1328166,10724533,9396367
3079,1207233,10459466,9252233
3080,1298900,9972766,8673866
3081,1310766,10675866,9365100
3082,1232500,10735666,9503166
3083,1326766,10503433,9176667
3084,1268600,10697933,9429333
3085,1493333,10788866,9295533
3086,1336066,10705433,9369367
3087,1399400,10664733,9265333
3088,1313466,10818633,9505167
3089,1513100,10917766,9404666
3090,1226800,10072100,8845300
3091,1284966,10724966,9440000
3092,1334500,10524100,9189600
3093,1262133,10936466,9674333
3094,1452733,10530900,9078167
3095,1307300,10806166,9498866
3096,1264400,10280766,9016366
3097,1434066,10467500,9033434
3098,1459966,10734600,9274634
3099,1266200,10346166,9079966
3100,1324000,10470833,9146833
3101,1287333,10477666,9190333
3102,1229400,10853366,9623966
3103,1406400,10679733,9273333
3104,1326000,10749366,9423366
3105,1269200,10662066,9392866
3106,1232100,10542966,9310866
3107,1306066,11065200,9759134
3108,1383533,10836133,9452600
3109,1232466,10494366,9261900
3110,1329366,10760133,9430767
3111,1240166,10470566,9230400
3112,1261233,10922433,9661200
3113,1377466,11020300,9642834
3114,1479566,10532133,9052567
3115,1221300,10644400,9423100
3116,1395333,10660333,9265000
3117,1251633,10929366,9677733
3118,1234333,10778466,9544133
3119,1318100,11049000,9730900
3120,1339966,10628933,9288967
3121,1607400,10809500,9202100
3122,1352066,10553233,9201167
3123,1302933,10641866,9338933
3124,1423900,10722133,9298233
3125,1350433,11091700,9741267
3126,1250866,10879333,9628467
3127,1284833,10959333,9674500
3128,1361166,11004800,9643634
3129,1288100,10909500,9621400
3130,1282266,11011800,9729534
3131,1373500,11169133,9795633
3132,1361500,10839133,9477633
3133,1469166,11076466,9607300
3134,1336800,10910900,9574100
3135,1347366,10996566,9649200
3136,1515333,11082333,9567000
3137,1341266,11062433,9721167
3138,1255233,10850200,9594967
3139,1326866,10934333,9607467
3140,1366533,11076700,9710167
